Order Number,Date,Order value,Order Description,Location,Supplier,Unit Cost,Order Quantity,Line Cost,Order Number Grouped,Total Order Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19166,21/11/14,"£9,340.00",US SPACE RATIONALISATION - PH 3 RELOCATION,UNION STREET HQ - FM,EDM GROUP LIMITED,"£9,340.00",1.00,"£9,340.00",PSP/19166,"£9,340.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19168,21/11/14,"£5,236.75",REPAIRS TO WEST WING 1ST FLOOR - BARKING FIRE STATION,BARKING FIRE STATION,B NOKES CONTRACTS LTD,"£5,236.75",1.00,"£5,236.75",PSP/19168,"£5,236.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53524,21/11/14,"£5,000.00",REPAIRS VAT ONLY PAYMENTS,PROCUREMENT CAR SCHEME VAT,COUNTRYWIDE ACCIDENT ASSIST.==,£1.00,"5,000.00","£5,000.00",TSE/53524,"£5,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPM/95344,24/11/14,"£7,515.00",REMOVE DEBRIS BASEMENT ROOM & NETTING FROM EXTERNAL AREA,"SITE MANAGER, STC",B NOKES CONTRACTS LTD,£172.50,1.00,£172.50,FPM/95344,"£7,515.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPM/95344,24/11/14,"£7,515.00",DISEMBLE AND RELOCATE 30 FT TRAINING CAGE TO BE RELOCATED,"SITE MANAGER, STC",B NOKES CONTRACTS LTD,"£2,300.00",1.00,"£2,300.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPM/95344,24/11/14,"£7,515.00",SUPPLY SKATES TO CARRY OUT WORKS,"SITE MANAGER, STC",B NOKES CONTRACTS LTD,£517.50,1.00,£517.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPM/95344,24/11/14,"£7,515.00",RELOCATE GEAR HANGING AND STORAGE RACKS FROM STC TO,"SITE MANAGER, STC",B NOKES CONTRACTS LTD,£55.00,1.00,£55.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPM/95344,24/11/14,"£7,515.00",TRANSPORTATIION FROM STC TO PADDINGTON FIRE STATION,"SITE MANAGER, STC",B NOKES CONTRACTS LTD,£517.50,1.00,£517.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPM/95344,24/11/14,"£7,515.00",CLEAR RUBBISH FROM CAR PARK AREA,"SITE MANAGER, STC",B NOKES CONTRACTS LTD,£172.50,1.00,£172.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPM/95344,24/11/14,"£7,515.00",LABOUR FOR RELOCATION AND REASSEMBLE OF EQUIPMENT,"SITE MANAGER, STC",B NOKES CONTRACTS LTD,"£3,780.00",1.00,"£3,780.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19172,24/11/14,"£7,550.00","GUTTERS, HOPPERS, ACCO DRAINAGE CLEANING - ADDINGTON FS",PROPERTY SERVICES (3 US),MOOLANDS LTD,£755.00,1.00,£755.00,PSP/19172,"£7,550.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19172,24/11/14,"£7,550.00","GUTTERS, HOPPERS, ACCO DRAINAGE CLEANING - CROYDON FS",PROPERTY SERVICES (3 US),MOOLANDS LTD,£755.00,1.00,£755.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19172,24/11/14,"£7,550.00","GUTTERS, HOPPERS, ACCO DRAINAGE CLEANING - SUTTON FS",PROPERTY SERVICES (3 US),MOOLANDS LTD,£755.00,1.00,£755.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19172,24/11/14,"£7,550.00","GUTTERS, HOPPERS, ACCO DRAINAGE CLEANING - NORBURY FS",PROPERTY SERVICES (3 US),MOOLANDS LTD,£755.00,1.00,£755.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19172,24/11/14,"£7,550.00","GUTTERS, HOPPERS, ACCO DRAINAGE CLEANING - NEW MALDEN FS",PROPERTY SERVICES (3 US),MOOLANDS LTD,£755.00,1.00,£755.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19172,24/11/14,"£7,550.00","GUTTERS, HOPPERS, ACCO DRAINAGE CLEANING - WIMBLEDON FS",PROPERTY SERVICES (3 US),MOOLANDS LTD,£755.00,1.00,£755.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19172,24/11/14,"£7,550.00","GUTTERS, HOPPERS, ACCO DRAINAGE CLEANING - KINGSTON FS",PROPERTY SERVICES (3 US),MOOLANDS LTD,£755.00,1.00,£755.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19172,24/11/14,"£7,550.00","GUTTERS, HOPPERS, ACCO DRAINAGE CLEANING - TWICKENHAM FS",PROPERTY SERVICES (3 US),MOOLANDS LTD,£755.00,1.00,£755.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19172,24/11/14,"£7,550.00","GUTTERS, HOPPERS, ACCO DRAINAGE CLEANING - RICHMOND FS",PROPERTY SERVICES (3 US),MOOLANDS LTD,£755.00,1.00,£755.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19172,24/11/14,"£7,550.00","GUTTERS, HOPPERS, ACCO DRAINAGE CLEANING - SURBITON FS",PROPERTY SERVICES (3 US),MOOLANDS LTD,£755.00,1.00,£755.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19174,24/11/14,"£7,600.00","GUTTERS, HOPPERS, ACCO DRAINAGE CLEANING - HAINAULT FS",PROPERTY SERVICES (3 US),FAHEY BUILDERS LTD============,£760.00,1.00,£760.00,PSP/19174,"£7,600.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19174,24/11/14,"£7,600.00","GUTTERS, HOPPERS, ACCO DRAINAGE CLEANING - CHINGFORD FS",PROPERTY SERVICES (3 US),FAHEY BUILDERS LTD============,£760.00,1.00,£760.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19174,24/11/14,"£7,600.00","GUTTERS, HOPPERS, ACCO DRAINAGE CLEANING - WOODFORD FS",PROPERTY SERVICES (3 US),FAHEY BUILDERS LTD============,£760.00,1.00,£760.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19174,24/11/14,"£7,600.00","GUTTERS, HOPPERS, ACCO DRAINAGE CLEANING - HORNCHURCH FS",PROPERTY SERVICES (3 US),FAHEY BUILDERS LTD============,£760.00,1.00,£760.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19174,24/11/14,"£7,600.00","GUTTERS, HOPPERS, ACCO DRAINAGE CLEANING-STOKE NEWINGTON FS",PROPERTY SERVICES (3 US),FAHEY BUILDERS LTD============,£760.00,1.00,£760.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19174,24/11/14,"£7,600.00","GUTTERS, HOPPERS, ACCO DRAINAGE CLEANING - LEYTON FS",PROPERTY SERVICES (3 US),FAHEY BUILDERS LTD============,£760.00,1.00,£760.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19174,24/11/14,"£7,600.00","GUTTERS, HOPPERS, ACCO DRAINAGE CLEANING - ILFORD FS",PROPERTY SERVICES (3 US),FAHEY BUILDERS LTD============,£760.00,1.00,£760.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19174,24/11/14,"£7,600.00","GUTTERS, HOPPERS, ACCO DRAINAGE CLEANING - ENFIELD FS",PROPERTY SERVICES (3 US),FAHEY BUILDERS LTD============,£760.00,1.00,£760.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19174,24/11/14,"£7,600.00","GUTTERS, HOPPERS, ACCO DRAINAGE CLEANING - BARKING FS",PROPERTY SERVICES (3 US),FAHEY BUILDERS LTD============,£760.00,1.00,£760.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19174,24/11/14,"£7,600.00","GUTTERS, HOPPERS, ACCO DRAINAGE CLEANING - SOUTHGATE FS",PROPERTY SERVICES (3 US),FAHEY BUILDERS LTD============,£760.00,1.00,£760.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19175,24/11/14,"£5,000.00",REVIEW OF GREY WATER RECYCLING,WALTHAMSTOW FIRE STATION,SHARPE PRITCHARD==============,£1.00,"5,000.00","£5,000.00",PSP/19175,"£5,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53535,24/11/14,"£5,352.00",AGENCY WORKERS - FRS          EXTENSION OF PLACEMENT,(SW) CFS TEAM - HAMMERSMITH,ADECCO UK LIMITED=============,£17.84,300.00,"£5,352.00",TSE/53535,"£5,352.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19179,25/11/14,"£5,184.00",24 HR. - PREMISES SECURITY AT NEW WEST NORWOOD FIRE STATION,PROPERTY SERVICES (3 US),VIGILANCE PROPERTIES,"£5,184.00",1.00,"£5,184.00",PSP/19179,"£5,184.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53551,25/11/14,"£5,439.65",PPE PAYMENTS - BRISTOL UNIFORMS LTD,SERVICE DELIVERY GRP (2 US),BRISTOL UNIFORMS LTD==========,"£5,439.65",1.00,"£5,439.65",TSE/53551,"£5,439.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19186,27/11/14,"£9,107.12",REPLACE FLOORING IN LECTURE ROOM - PADDINGTON FIRE STATION,PADDINGTON FIRE STATION,CARPETS & FLOOR COVERS DIRECT=,"£2,868.56",1.00,"£2,868.56",PSP/19186,"£9,107.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19186,27/11/14,"£9,107.12",REPLACE FLOORING IN GYMNASIUM - PADDINGTON FIRE STATION,PADDINGTON FIRE STATION,CARPETS & FLOOR COVERS DIRECT=,"£6,238.56",1.00,"£6,238.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19187,27/11/14,"£6,989.18",FLOORING TO LOCKER RM/OFFICE/1ST FLOOR WC-STOKE NEWINGTON FS,STOKE NEWINGTON F STATION,CARPETS & FLOOR COVERS DIRECT=,"£2,386.94",1.00,"£2,386.94",PSP/19187,"£6,989.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19187,27/11/14,"£6,989.18",FLOORING TO WATCH RM & 1ST FLOOR TV ROOM- STOKE NEWINGTON FS,STOKE NEWINGTON F STATION,CARPETS & FLOOR COVERS DIRECT=,"£4,602.24",1.00,"£4,602.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53606,27/11/14,"£7,829.10",SCIENTIFIC SERVICES           CONSUMABLES - BUREAU VERITAS,P.E. GROUP,BUREAU VERITAS HS&E LTD=======,"£4,162.90",1.00,"£4,162.90",TSE/53606,"£7,829.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53606,27/11/14,"£7,829.10",SCIENTIFIC SERVICES           CONSUMABLES - BUREAU VERITAS,P.E. GROUP,BUREAU VERITAS HS&E LTD=======,"£3,666.20",1.00,"£3,666.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITS/14114,28/11/14,"£7,000.00",SOFTWARE DEVELOPMENT -         ICT DEPARTMENT,IT BUSINESS SOLUTIONS (1 US),AZTEC COMPUTING LTD===========,"£7,000.00",1.00,"£7,000.00",ITS/14114,"£7,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19189,28/11/14,"£8,443.75","ASBESTOS MANAGEMENT CONSULTANCY, INV.2175 - ACTON FS",PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,£97.50,1.00,£97.50,PSP/19189,"£8,443.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19189,28/11/14,"£8,443.75","ASBESTOS MANAGEMENT CONSULTANCY, INV.2175- ALBERT EMBANKMENT",PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,£545.00,1.00,£545.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19189,28/11/14,"£8,443.75","ASBESTOS MANAGEMENT CONSULTANCY, INV.2175 - BARKING FS",PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,£97.50,1.00,£97.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19189,28/11/14,"£8,443.75","ASBESTOS MANAGEMENT CONSULTANCY, INV.2175 - BATTERSEA FS",PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,£396.25,1.00,£396.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19189,28/11/14,"£8,443.75","ASBESTOS MANAGEMENT CONSULTANCY, INV.2175 - BECKENHAM FS",PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,£290.00,1.00,£290.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19189,28/11/14,"£8,443.75","ASBESTOS MANAGEMENT CONSULTANCY, INV.2175 - BEXLEY FS",PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,£195.00,1.00,£195.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19189,28/11/14,"£8,443.75","ASBESTOS MANAGEMENT CONSULTANCY, INV.2175 - CHINGFORD FS",PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,£146.25,1.00,£146.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19189,28/11/14,"£8,443.75","ASBESTOS MANAGEMENT CONSULTANCY, INV.2175 -EAST GREENWICH FS",PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,£195.00,1.00,£195.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19189,28/11/14,"£8,443.75","ASBESTOS MANAGEMENT CONSULTANCY, INV.2175 - EAST HAM FS",PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,£835.00,1.00,£835.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19189,28/11/14,"£8,443.75","ASBESTOS MANAGEMENT CONSULTANCY, INV.2175 - EDMONTON FS",PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,£97.50,1.00,£97.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19189,28/11/14,"£8,443.75","ASBESTOS MANAGEMENT CONSULTANCY, INV.2175 - ENFIELD FS",PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,£55.00,1.00,£55.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19189,28/11/14,"£8,443.75","ASBESTOS MANAGEMENT CONSULTANCY, INV.2175 - EUSTON FS",PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,£490.00,1.00,£490.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19189,28/11/14,"£8,443.75","ASBESTOS MANAGEMENT CONSULTANCY, INV.2175 - FULHAM FS",PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,£290.00,1.00,£290.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19189,28/11/14,"£8,443.75","ASBESTOS MANAGEMENT CONSULTANCY, INV.2175 - GREENWICH FS",PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,£345.00,1.00,£345.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
