 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Title
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,35,120.26,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,36,164.5,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,37,131.24,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,38,82.64,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,39,223.54,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,40,223.54,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,41,112.16,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,42,82.64,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,43,90.74,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,44,299.36,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,45,203.6,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,46,120.06,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,47,82.64,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,48,82.64,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,49,140.2,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,50,304.54,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,51,103.3,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,52,82.64,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,53,140.2,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,54,29.52,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,55,115.04,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,56,36.9,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,57,180.7,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,58,90.74,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,59,299.36,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,60,112.16,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,61,103.3,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,62,304.54,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,63,95.2,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,64,299.36,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,65,82.64,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,66,132.1,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,67,140.2,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,68,112.16,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,69,78.18,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,70,330.44,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,71,90.74,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,72,140.2,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,73,120.26,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,74,115.04,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,75,82.64,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,76,95.2,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,77,82.64,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,78,288.34,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,79,120.26,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,80,36.9,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,81,127.6,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,82,112.16,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,83,103.3,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,84,539.86,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,85,95.2,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,86,90.74,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,87,304.54,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,88,82.64,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,89,112.16,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,90,132.1,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,91,304.54,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,92,112.16,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,93,"1,719.96",REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,94,82.64,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,95,132.1,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,96,132.1,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,97,330.44,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,98,82.64,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,99,143.8,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,100,140.2,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,101,36.9,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,102,112.16,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,103,140.2,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,104,127.6,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,105,82.64,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,106,95.2,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,107,29.52,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,108,82.64,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
150415H,MCGRATH BROS (WASTE CONTROL) L,361596,109,28.04,REFUSE COLLECTION,20/04/2015,,Technical And Service Support,Environmental Services
020415G,UNDERSTANDING RECRUITMENT,3776,1,"9,660.00",FRS STAFF AGENCY,20/04/2015,"9,660.00",Information and Communication Technology,Human Resources
140415H,LEVEL 3 COMMUNICATIONS UK,38484500/820606,1,"2,102.01",TELECOMMUNICATIONS,20/04/2015,"89,352.85",Information and Communication Technology,ICT
140415H,LEVEL 3 COMMUNICATIONS UK,38484500/820606,2,"1,596.33",TELECOMMUNICATIONS,20/04/2015,,Information and Communication Technology,ICT
140415H,LEVEL 3 COMMUNICATIONS UK,38484500/820606,3,"26,520.00",TELECOMMUNICATIONS,20/04/2015,,Information and Communication Technology,ICT
140415H,LEVEL 3 COMMUNICATIONS UK,38484500/820606,4,"2,262.39",TELECOMMUNICATIONS,20/04/2015,,Information and Communication Technology,ICT
140415H,LEVEL 3 COMMUNICATIONS UK,38484500/820606,5,103.75,TELECOMMUNICATIONS,20/04/2015,,Information and Communication Technology,ICT
140415H,LEVEL 3 COMMUNICATIONS UK,38484500/820606,6,"56,768.37",TELECOMMUNICATIONS,20/04/2015,,Information and Communication Technology,ICT
150415H,OPERATIONAL RESEARCH IN HEALTH,39A/LFB1/55,1,"5,200.00",CONSULTANTS,20/04/2015,"5,200.00",Strategy & Performance,Consultancy
150415H,SPORTSAFE UK LTD==============,470303,1,73.94,GYM EQUIPMENT,20/04/2015,386.42,Technical And Service Support,Sports & Playground Equip
150415H,SPORTSAFE UK LTD==============,470303,2,207.76,GYM EQUIPMENT,20/04/2015,,Technical And Service Support,Sports & Playground Equip
150415H,SPORTSAFE UK LTD==============,470303,3,104.72,GYM EQUIPMENT,20/04/2015,,Technical And Service Support,Sports & Playground Equip
150415H,SPORTSAFE UK LTD==============,470306,1,295,GYM EQUIPMENT,20/04/2015,471.9,Technical And Service Support,Sports & Playground Equip
150415H,SPORTSAFE UK LTD==============,470306,2,9.9,GYM EQUIPMENT,20/04/2015,,Technical And Service Support,Sports & Playground Equip
150415H,SPORTSAFE UK LTD==============,470306,3,98,GYM EQUIPMENT,20/04/2015,,Technical And Service Support,Sports & Playground Equip
150415H,SPORTSAFE UK LTD==============,470306,4,69,GYM EQUIPMENT,20/04/2015,,Technical And Service Support,Sports & Playground Equip
150415H,SPORTSAFE UK LTD==============,470400,1,49.95,GYM EQUIPMENT,20/04/2015,250.46,Technical And Service Support,Sports & Playground Equip
150415H,SPORTSAFE UK LTD==============,470400,2,7.25,GYM EQUIPMENT,20/04/2015,,Technical And Service Support,Sports & Playground Equip
150415H,SPORTSAFE UK LTD==============,470400,3,33.92,GYM EQUIPMENT,20/04/2015,,Technical And Service Support,Sports & Playground Equip
150415H,SPORTSAFE UK LTD==============,470400,4,41.34,GYM EQUIPMENT,20/04/2015,,Technical And Service Support,Sports & Playground Equip
150415H,SPORTSAFE UK LTD==============,470400,5,69,GYM EQUIPMENT,20/04/2015,,Technical And Service Support,Sports & Playground Equip
150415H,SPORTSAFE UK LTD==============,470400,6,49,GYM EQUIPMENT,20/04/2015,,Technical And Service Support,Sports & Playground Equip
141016,EALING COUNCIL================,5624335*,1,743.65,PROPERTY RATES,20/04/2015,743.65,Technical And Service Support,Financial Services
080415H,PRESSURE COOLERS LTD==========,570074,1,8.25,CATERING FIXTURES,20/04/2015,"1,155.75",Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,2,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,3,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,4,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,5,8,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,6,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,7,8,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,8,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,9,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,10,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,11,8.25,CATERING EQUIPMENT,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,12,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,13,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,14,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,15,8,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,16,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,17,8,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,18,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,19,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,20,8,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,21,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,22,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,23,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,24,8,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,25,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,26,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,27,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,28,8.25,CATERING EQUIPMENT,20/04/2015,,Procurement,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,29,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,30,8.25,CATERING EQUIPMENT,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,31,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,32,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,33,8.25,OFFICE EQUIPMENT,20/04/2015,,Fire Safety Regulation,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,34,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,35,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,36,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,37,8,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,38,8,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,39,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,40,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,41,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,42,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,43,8,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,44,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,45,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
080415H,PRESSURE COOLERS LTD==========,570074,46,8.25,CATERING FIXTURES,20/04/2015,,Technical And Service Support,Facilities & Management S
