Borough,Ward,Incidents,Incidents,Incidents,Incidents,Incidents,Primary fires,Primary fires,Primary fires,Primary fires,Primary fires,Arson,Arson,Arson,Arson,Arson,"Dwelling fires
(Accidental)","Dwelling fires
(Accidental)","Dwelling fires
(Accidental)","Dwelling fires
(Accidental)","Dwelling fires
(Accidental)",Fires in care homes and sheltered housing,Fires in care homes and sheltered housing,Fires in care homes and sheltered housing,Fires in care homes and sheltered housing,Fires in care homes and sheltered housing,Fire deaths,Fire deaths,Fire deaths,Fire deaths,Fire deaths,Fire serious injuries,Fire serious injuries,Fire serious injuries,Fire serious injuries,Fire serious injuries,,
Borough,Ward,2012/13,2013/14,2014/15,2015/16,2016/17,2012/13,2013/14,2014/15,2015/16,2016/17,2012/13,2013/14,2014/15,2015/16,2016/17,2012/13,2013/14,2014/15,2015/16,2016/17,2012/13,2013/14,2014/15,2015/16,2016/17,2012/13,2013/14,2014/15,2015/16,2016/17,2012/13,2013/14,2014/15,2015/16,2016/17,,
Kingston upon Thames,Norbiton,97,101,82,94,109,6,13,12,15,15, 7 , 4 , 2 , 2 , 7 , 3 , 4 , 7 , 7 , 7 , , , ,1,2, , , , , , , , ,1, ,,
Kingston upon Thames,Grove,348,255,282,298,327,25,18,17,18,25, 15 , 11 , 3 , 5 , 8 , 9 , 9 , 7 , 6 , 6 ,2, , ,1,1, , , , , ,1,2,1, ,3,,
Kingston upon Thames,Coombe Vale,40,49,56,47,46,11,12,10,8,7, 3 , 2 , 2 ,   , 1 , 7 , 11 , 5 , 3 , 5 , ,1,2,1, , , , , , , ,3, , ,1,,
Kingston upon Thames,Coombe Hill,228,154,114,112,116,15,13,9,9,6, 2 , 2 , 3 , 2 , 1 , 11 , 8 , 5 , 6 , 5 , , , , , , , , , , ,2, , , ,1,,
Kingston upon Thames,Chessington South,73,75,73,67,64,9,12,14,8,13, 9 , 2 , 7 , 2 , 3 , 5 , 8 , 4 , 4 , 6 , , , , , , , ,1, , , , ,2,2, ,,
Kingston upon Thames,Chessington North and Hook,54,56,57,49,57,6,7,15,8,3, 3 , 2 , 11 , 3 , 5 , 4 , 2 , 5 , 2 , 1 , ,1,2, , , , , , , , , , , , ,,
Kingston upon Thames,Canbury,83,92,63,77,68,9,10,7,11,11,   ,   , 3 ,   , 2 , 7 , 6 , 3 , 10 , 6 ,1, , , ,1, , , , , ,1, , ,1, ,,
Kingston upon Thames,Beverley,78,92,86,79,110,9,15,12,12,11, 3 , 9 , 6 , 4 , 10 , 5 , 4 , 5 , 8 , 4 , ,1,1,1, , , ,1, ,1,3, , , , ,,
Kingston upon Thames,Berrylands,109,85,65,89,64,9,11,7,11,6, 2 , 5 ,   , 3 , 1 , 5 , 7 , 5 , 7 , 5 ,5,2,2,1,3, , , , , , , ,1,2, ,,
Kingston upon Thames,Alexandra,71,60,44,37,58,7,5,7,6,5, 3 , 2 , 3 , 3 , 3 , 5 , 4 , 3 , 2 , 2 , , , , , , , , , , , , , , , ,,
Lambeth,Vassall,215,229,253,170,203,32,22,24,20,12, 14 , 5 , 28 , 4 , 1 , 19 , 14 , 15 , 16 , 9 ,1, ,1,1, , , , , , ,1,5,1,2,1,,
Lambeth,Tulse Hill,166,176,173,198,203,30,23,21,23,15, 12 , 7 , 6 , 4 , 11 , 18 , 14 , 15 , 19 , 8 ,1, ,1, , , , , ,1, ,1, , , , ,,
Lambeth,Thurlow Park,183,189,174,170,174,22,17,20,10,13, 3 , 5 , 6 , 22 , 3 , 14 , 10 , 10 , 4 , 5 ,2,2,4,1,3, , , , , ,2,1,1, , ,,
Lambeth,Thornton,177,172,155,147,181,20,14,19,14,20, 1 , 3 , 3 , 4 , 4 , 15 , 9 , 15 , 10 , 15 ,3,2, ,1, , , , , , , ,9,1,1, ,,
Lambeth,Streatham Wells,183,173,134,153,184,17,21,24,19,25, 5 , 4 , 2 , 3 , 5 , 11 , 16 , 17 , 10 , 16 ,4,4,5,4,3, , , , , , , , ,3,3,,
Lambeth,Streatham South,127,95,87,110,133,19,12,12,8,9, 4 , 4 , 4 , 3 , 2 , 9 , 7 , 5 , 3 , 6 ,1, ,1, , , , , , , ,1,3,3, , ,,
Lambeth,Streatham Hill,143,150,152,170,199,23,28,17,18,16, 1 , 8 ,   , 5 , 4 , 18 , 14 , 13 , 10 , 11 ,2,6,2,2, , , , , ,1,3,2, ,1,1,,
Lambeth,Stockwell,193,208,172,184,214,22,29,18,15,23, 7 , 5 , 4 , 4 , 6 , 16 , 20 , 14 , 12 , 19 , ,2, , , , , , , , , ,2, ,1,2,,
Lambeth,St. Leonard's,170,179,155,168,188,32,21,18,19,20, 3 , 4 , 4 , 2 , 2 , 19 , 8 , 8 , 12 , 13 ,3,1,3, ,2,2, , , , ,6,3, , ,2,,
Lambeth,Prince's,344,347,290,335,330,26,27,25,17,22, 5 , 3 ,   , 1 , 4 , 15 , 17 , 19 , 13 , 12 ,2,4,2,1,2, , , , , ,1,2,3, , ,,
Lambeth,Oval,287,265,237,227,305,19,13,28,16,16, 4 , 4 , 7 , 4 , 3 , 8 , 9 , 13 , 8 , 9 ,1, , , , ,1, , ,1, ,2, ,1, , ,,
Lambeth,Larkhall,209,207,254,212,216,27,29,32,23,29, 6 , 10 , 14 , 2 , 12 , 21 , 16 , 20 , 16 , 14 ,3,4,3,3,2, , , , , ,2,6,3,1,1,,
Lambeth,Knight's Hill,181,186,152,175,230,29,24,20,21,22, 3 , 3 , 5 , 6 , 8 , 18 , 16 , 14 , 13 , 16 ,6,1,1,2,1, , , , ,1, , ,2, ,2,,
Lambeth,Herne Hill,364,299,194,225,222,29,22,26,21,27, 7 , 4 , 1 , 8 , 8 , 17 , 8 , 16 , 9 , 10 ,3, ,1, ,1, , , , , ,2,3,1,7,1,,
Lambeth,Gipsy Hill,143,167,177,174,187,22,25,21,20,21, 4 , 13 , 12 , 7 , 7 , 15 , 20 , 12 , 12 , 11 , , , ,1, , , , , , ,3,3,1,1, ,,
Lambeth,Ferndale,241,207,223,218,250,37,30,25,23,17, 8 , 8 , 3 , 4 , 8 , 25 , 16 , 15 , 16 , 9 ,5,4, ,2,2, , , , , ,4,1,1, ,3,,
Lambeth,Coldharbour,277,267,264,308,346,44,29,18,40,29, 7 , 11 , 5 , 3 , 9 , 26 , 16 , 12 , 25 , 15 ,1, , ,4, ,1, , , , ,6,2, ,5,3,,
Lambeth,Clapham Town,213,208,173,235,219,21,17,20,29,11, 7 , 5 , 6 , 7 , 10 , 13 , 12 , 10 , 18 , 5 ,2,2,1,2,2, , , , , , , , , , ,,
Lambeth,Clapham Common,224,202,167,159,220,20,21,23,25,17, 3 , 8 , 7 , 1 , 6 , 16 , 13 , 16 , 22 , 11 ,3,2,3,4,2, , , , ,1, ,2, , , ,,
Lambeth,Brixton Hill,247,202,203,233,216,36,27,17,24,17, 10 , 7 , 4 , 5 , 4 , 19 , 12 , 11 , 16 , 9 ,1,2,2,1, , , , , , ,3,1,2,1, ,,
Lambeth,Bishop's,360,271,265,270,279,21,23,21,23,18, 4 , 3 , 5 , 2 , 1 , 6 , 5 , 8 , 4 , 2 , , ,1, , , , , , , , , ,1, ,1,,
Lewisham,Whitefoot,124,153,138,148,118,9,17,21,19,21, 7 , 7 , 13 , 7 , 8 , 4 , 10 , 8 , 12 , 15 , , ,1, ,1, , , , , ,3, ,2, ,1,,
Lewisham,Telegraph Hill,211,170,178,213,209,28,14,22,24,17, 4 , 5 , 5 , 1 , 2 , 21 , 12 , 15 , 18 , 11 , , , ,1,2, , ,1, , ,2,1,4,1,1,,
Lewisham,Sydenham,170,189,172,179,193,14,20,22,20,17, 1 , 8 , 3 , 9 , 6 , 10 , 11 , 14 , 7 , 9 ,1,2,3,1,2, , , , , ,7,1, , ,3,,
Lewisham,Rushey Green,261,227,214,226,246,28,18,28,20,24, 13 , 9 , 17 , 11 , 8 , 13 , 10 , 15 , 12 , 16 ,3, ,4, ,1, , , , , ,2, ,4,5,2,,
Lewisham,Perry Vale,182,206,196,207,186,19,21,17,14,18, 11 , 6 , 5 , 7 , 3 , 12 , 11 , 14 , 10 , 15 ,1,2,5,1, , , , , , ,1, ,2,2,2,,
Lewisham,New Cross,258,245,259,271,254,30,31,27,42,27, 7 , 13 , 11 , 6 , 12 , 19 , 14 , 18 , 27 , 13 ,1, , , ,1, , , ,1, ,1,2,1,2, ,,
Lewisham,Lewisham Central,419,403,422,466,512,41,38,33,46,33, 18 , 6 , 8 , 13 , 10 , 17 , 28 , 20 , 22 , 22 ,3,5,4,2,1, , , , , ,11, ,3,3,3,,
Lewisham,Lee Green,145,151,113,146,154,13,17,12,17,11, 7 , 8 , 1 , 6 , 3 , 5 , 8 , 8 , 14 , 4 , , ,1, , , , , , , , ,1, ,4,1,,
Lewisham,Ladywell,102,128,140,139,104,18,12,15,24,21, 3 , 5 , 5 , 8 , 4 , 12 , 12 , 10 , 15 , 14 , , , ,1, , , , , , , , ,1,3,1,,
Lewisham,Grove Park,146,153,172,121,114,12,16,16,14,15, 2 , 9 , 7 , 3 , 5 , 9 , 11 , 8 , 10 , 10 ,1, ,1, ,1, , , , , ,2,2,2,1, ,,
Lewisham,Forest Hill,184,219,182,167,167,24,19,22,22,16, 7 , 7 , 8 , 8 , 2 , 14 , 11 , 13 , 12 , 9 ,1,1, , , , , , , , , , ,1,2,1,,
Lewisham,Evelyn,387,310,302,258,311,36,37,27,34,26, 7 , 6 , 15 , 11 , 4 , 26 , 20 , 17 , 17 , 19 ,1,2,1,1, , ,1, , , ,7,4, ,1,2,,
Lewisham,Downham,159,153,163,154,122,28,19,19,16,13, 11 , 3 , 13 , 6 , 2 , 10 , 9 , 10 , 10 , 6 , , , , , , , , ,1, ,3, ,2,1, ,,
Lewisham,Crofton Park,185,164,121,119,137,13,16,12,14,14, 2 , 12 , 5 , 3 , 3 , 5 , 8 , 7 , 9 , 10 ,1,1, ,1, , , , , , ,1, , , ,1,,
Lewisham,Catford South,112,118,125,89,103,12,15,15,15,14, 3 ,   , 1 , 5 , 1 , 6 , 11 , 10 , 6 , 8 , , , ,1, , , ,1, , ,1,2, , , ,,
Lewisham,Brockley,203,218,238,235,257,22,36,30,30,23, 3 , 10 , 7 , 5 , 5 , 15 , 22 , 18 , 18 , 17 ,4,3,6,2,1, , ,2, , ,2,3, ,1, ,,
Lewisham,Blackheath,202,168,170,184,170,20,24,14,14,22, 4 , 5 , 4 , 2 , 5 , 14 , 13 , 10 , 8 , 14 , , , , ,1, , , , , , ,3, , ,2,,
Lewisham,Bellingham,178,173,169,207,176,23,19,25,26,17, 8 , 9 , 12 , 19 , 8 , 13 , 8 , 13 , 8 , 10 ,1,1, , , , , , , , ,8, ,3,1, ,,
Merton,Wimbledon Park,118,89,104,102,112,13,14,9,7,8, 4 , 3 , 1 , 2 , 4 , 4 , 4 , 7 , 5 , 3 , , , , , , , , , , , , , , , ,,
Merton,West Barnes,78,81,55,92,94,8,10,6,9,7, 5 , 4 , 1 , 8 , 4 , 3 , 7 , 1 , 4 , 2 ,1, , , , , ,1, , , , , , , , ,,
Merton,Village,95,104,107,93,107,11,13,8,7,4, 3 ,   ,   ,   ,   , 5 , 6 , 3 , 4 , 3 , , , , , , , , , , , , , ,1, ,,
Merton,Trinity,85,93,80,103,117,4,9,12,5,13, 1 , 5 , 1 , 1 , 2 , 2 , 5 , 4 , 3 , 9 , , , , , , , , , , ,1, , ,1, ,,
Merton,St. Helier,56,72,72,70,97,4,9,7,7,5, 3 , 4 , 2 ,   , 4 , 2 , 3 , 5 , 5 , 3 , , , ,1, , , , , , , , ,1,1, ,,
Merton,Raynes Park,96,80,79,100,92,6,11,10,6,11,   , 2 , 4 , 6 , 3 , 5 , 5 , 5 , 4 , 5 , ,2, , , , , , , , , , , , , ,,
Merton,Ravensbury,72,66,84,102,97,8,10,11,8,9, 2 , 5 , 3 , 5 , 6 , 3 , 5 , 6 , 6 , 5 , , , , , , , , , , , ,3, ,1, ,,
Merton,Pollards Hill,78,111,59,85,96,20,17,15,17,11, 4 , 15 , 10 , 5 , 4 , 13 , 9 , 3 , 10 , 6 , , , , , , , , , , ,1,1, ,1,1,,
Merton,Merton Park,76,81,73,94,128,3,10,9,17,12, 2 , 6 , 1 , 7 , 3 ,   , 4 , 6 , 11 , 6 , , ,1, , , , , , ,1, , , ,6,3,,
Merton,Lower Morden,36,25,34,38,52,9,3,9,8,12, 1 , 3 , 2 ,   , 4 , 7 ,   , 4 , 7 , 6 , , , , , , , , , , , ,1, , , ,,
Merton,Longthornton,47,63,64,66,86,7,13,13,14,5, 2 , 5 , 2 , 5 , 1 , 5 , 7 , 8 , 9 , 2 , ,1, , , , , , , , , ,2, , , ,,
Merton,Lavender Fields,72,71,79,103,119,12,11,10,11,13, 4 , 3 , 5 , 3 , 6 , 7 , 3 , 5 , 6 , 6 , , , , , , , , , , , ,2, , ,1,,
Merton,Hillside,139,106,82,114,147,11,10,6,6,9, 1 ,   ,   , 1 , 2 , 4 , 5 , 4 , 6 , 4 ,2,1, , ,2, , , , , , , , ,1,1,,
Merton,Graveney,46,52,59,51,68,8,10,9,10,6, 1 , 1 ,   , 5 , 2 , 7 , 6 , 8 , 7 , 5 , , , , , , , , , , ,2, ,1, ,2,,
Merton,Figge's Marsh,149,122,91,104,105,18,8,8,20,18, 3 , 6 , 3 , 9 , 6 , 10 , 2 , 4 , 9 , 7 ,3,1, ,1,1, , , , , , , , ,2, ,,
Merton,Dundonald,79,88,57,57,106,6,4,6,3,9, 2 , 1 , 1 , 4 , 4 , 3 , 2 , 3 , 2 , 5 , , , , , , , , , , , , ,1,2,2,,
Merton,Cricket Green,160,163,160,192,188,20,17,18,28,18, 5 , 10 , 13 , 9 , 6 , 10 , 7 , 7 , 13 , 6 , , , ,1, , , , , , ,1, ,1, , ,,
Merton,Colliers Wood,73,83,76,88,95,13,13,14,8,13, 3 , 4 , 5 , 2 , 1 , 5 , 7 , 9 , 5 , 5 , , , , , , , , , , , , ,2,3, ,,
Merton,Cannon Hill,40,43,41,40,78,14,5,9,7,6, 9 , 4 , 3 , 2 , 2 , 3 , 1 , 6 , 6 , 4 , , ,1, ,1, , , , , , , , , , ,,
Merton,Abbey,148,123,135,142,134,20,19,14,17,8, 5 , 2 , 3 , 2 , 3 , 4 , 12 , 9 , 8 , 2 ,1,3,2,1, , , , , , ,1,1,1, , ,,
Newham,West Ham,145,144,161,114,160,18,11,21,16,17, 9 , 20 , 5 , 7 , 6 , 11 , 7 , 17 , 9 , 10 ,1, , , , , , , , , ,1, ,2,1,3,,
Newham,Wall End,78,86,65,60,82,18,14,15,12,9, 10 , 8 , 5 , 2 , 4 , 12 , 8 , 12 , 11 , 6 , , , , , , ,1, , , , ,1,4,1,2,,
Newham,Stratford and New Town,582,338,358,396,456,34,42,15,31,37, 22 , 25 , 15 , 19 , 18 , 14 , 22 , 7 , 14 , 12 ,1,3,1,1, ,1, , ,1, ,1, , , , ,,
Newham,Royal Docks,184,174,171,183,174,32,24,17,20,15, 11 , 10 , 4 , 13 , 7 , 14 , 10 , 9 , 7 , 4 , , , , , , , , , , ,1,2, , , ,,
Newham,Plaistow South,226,200,122,160,186,21,26,19,19,23, 12 , 13 , 7 , 6 , 16 , 9 , 12 , 10 , 14 , 11 ,1,1,2, , , , , , ,2, ,1,1,1, ,,
Newham,Plaistow North,158,140,115,112,176,23,19,18,9,19, 19 , 16 , 4 , 9 , 13 , 14 , 9 , 8 , 5 , 6 ,1,3,3,1,2, , ,1, , ,1,1, , , ,,
Newham,Manor Park,109,119,133,115,97,19,12,26,14,18, 15 , 14 , 5 , 5 , 8 , 10 , 11 , 14 , 5 , 9 ,3, ,1, ,1, , ,1, , ,1,3,1, , ,,
Newham,Little Ilford,140,127,121,141,150,20,26,18,20,21, 6 , 17 , 7 , 6 , 2 , 12 , 16 , 12 , 13 , 11 , ,1, , ,1, , , , , ,3,5, ,1, ,,
Newham,Green Street West,90,98,107,94,113,17,17,10,19,13, 12 , 10 , 9 , 7 , 11 , 11 , 9 , 5 , 12 , 6 ,1,3, , ,1, , , , , , ,3, ,1, ,,
Newham,Green Street East,120,78,104,84,95,12,19,14,14,8, 10 , 10 , 3 , 11 , 2 , 6 , 11 , 9 , 3 , 2 , , , , , , , , , , ,2,1, ,3, ,,
Newham,Forest Gate South,191,175,179,168,216,21,19,17,19,28, 17 , 27 , 10 , 4 , 12 , 8 , 9 , 11 , 12 , 13 , , , , , , ,1, , , , ,3, ,3, ,,
Newham,Forest Gate North,132,144,113,130,136,19,20,16,17,10, 12 , 16 , 9 , 7 , 5 , 11 , 9 , 11 , 13 , 5 ,1,1,1, ,1, ,1, ,1, ,1, , , , ,,
Newham,East Ham South,116,137,129,151,178,22,31,20,11,24, 10 , 14 , 10 , 22 , 16 , 14 , 14 , 14 , 4 , 12 , ,1, , , , , , , , , ,3,4, ,1,,
Newham,East Ham North,78,97,69,71,118,10,20,12,11,16, 5 , 12 , 2 , 5 , 8 , 6 , 9 , 8 , 9 , 7 , ,1, ,2, , , , , , , ,2, ,1, ,,
Newham,East Ham Central,165,160,131,163,171,19,22,19,23,10, 11 , 18 , 11 , 14 , 11 , 9 , 7 , 6 , 6 , 2 ,4,2, , , , , , , , ,6, , ,2, ,,
Newham,Custom House,188,171,155,179,230,23,24,27,28,55, 23 , 16 , 16 , 28 , 55 , 14 , 7 , 16 , 9 , 14 , , , , , , , , , , ,3,2, , ,5,,
Newham,Canning Town South,166,167,166,198,240,22,25,29,28,42, 10 , 18 , 18 , 24 , 37 , 14 , 9 , 10 , 10 , 13 ,1, , , , , , , , , , ,1, , ,1,,
Newham,Canning Town North,267,270,267,261,268,31,41,28,29,27, 18 , 40 , 52 , 31 , 25 , 18 , 16 , 5 , 9 , 12 ,2,1,1,1, ,1, , , , ,1,3, ,4,2,,
Newham,Boleyn,189,186,147,173,181,25,19,13,12,22, 23 , 18 , 5 , 6 , 11 , 11 , 14 , 9 , 6 , 12 , ,4,2, , , , , , , ,1,2,1,3, ,,
Newham,Beckton,249,231,230,286,300,33,33,38,34,42, 25 , 22 , 19 , 28 , 40 , 10 , 9 , 12 , 9 , 7 ,1,5,2,2,1, , , , , ,4, ,3, ,1,,
Redbridge,Wanstead,77,95,100,92,117,12,12,15,7,12, 5 , 4 , 8 , 9 , 7 , 7 , 6 , 7 , 2 , 5 , ,1, , , , , , , , ,1, ,1, ,2,,
Redbridge,Valentines,140,135,113,133,133,14,21,18,17,24, 6 , 8 , 5 , 4 , 9 , 8 , 11 , 11 , 9 , 7 , , ,1, ,2, , , , , , , ,3, ,1,,
Redbridge,Snaresbrook,114,118,93,118,113,8,7,9,7,8, 4 , 4 , 2 , 3 , 3 , 3 , 1 , 3 , 3 , 4 ,2,2,1, ,1, , , , , , , , , , ,,
Redbridge,Seven Kings,205,155,164,164,183,23,15,16,24,18, 11 , 6 , 5 , 7 , 7 , 7 , 3 , 5 , 11 , 8 , , , ,3, , , , , ,1,1,1,1,2,3,,
Redbridge,Roding,101,120,112,74,108,19,18,21,9,16, 3 , 6 , 4 ,   , 4 , 13 , 14 , 12 , 6 , 6 , , , , , , , , , , ,1,2,1, ,2,,
Redbridge,Newbury,100,116,121,90,102,11,12,29,13,10, 4 , 4 , 10 , 2 , 3 , 5 , 10 , 18 , 8 , 3 , ,2, ,2, , , , , , , , ,3,2, ,,
Redbridge,Monkhams,79,97,62,83,89,10,9,8,4,10, 2 , 5 , 2 ,   , 1 , 6 , 5 , 5 , 2 , 6 ,2,1,1,1, , , , , , ,1, , , , ,,
Redbridge,Mayfield,71,77,73,84,98,10,8,14,10,15, 2 , 7 , 1 , 7 , 10 , 9 , 4 , 8 , 4 , 9 , , , , ,1, , , , , , , ,1,1, ,,
Redbridge,Loxford,187,171,165,182,191,32,22,21,15,20, 8 , 10 , 8 , 3 , 8 , 18 , 9 , 9 , 8 , 13 ,2, ,2,1, , , , , , ,3,1, , ,1,,
Redbridge,Hainault,144,127,88,106,113,15,16,23,17,17, 9 , 13 , 5 , 6 , 4 , 4 , 8 , 14 , 11 , 8 , , , , , , , , ,1, , , ,1, , ,,
Redbridge,Goodmayes,111,108,77,94,96,16,15,14,10,19, 8 , 8 , 8 , 6 , 9 , 12 , 8 , 8 , 4 , 8 , , , ,1,2, , , , , , ,3, , ,3,,
Redbridge,Fullwell,117,86,80,121,107,10,9,13,20,6, 8 , 4 ,   , 2 , 2 , 4 , 5 , 11 , 15 , 5 , , ,1,3,1, , , , , , , ,2,1, ,,
Redbridge,Fairlop,66,91,96,109,105,11,10,10,9,12, 1 , 7 , 2 , 4 , 3 , 7 , 5 , 7 , 1 , 6 ,1, , , , , , , , , ,11,1,3, , ,,
Redbridge,Cranbrook,120,105,101,105,112,17,14,14,13,21, 1 , 3 , 7 , 2 , 6 , 7 , 2 , 7 , 7 , 10 , , , , , , , , , , ,3, ,1, ,1,,
Redbridge,Clementswood,162,202,183,186,199,17,22,14,21,15, 7 , 15 , 6 , 4 , 5 , 9 , 10 , 9 , 10 , 5 , , , ,2,2, , , , , ,2,3, ,1,2,,
Redbridge,Clayhall,93,103,129,96,115,8,7,19,14,13, 2 , 2 , 5 , 5 , 5 , 5 , 3 , 9 , 6 , 4 , , ,3, , , , , , , ,2, ,2,2, ,,
Redbridge,Church End,78,107,97,88,93,5,23,16,10,14, 2 , 2 ,   , 1 , 3 , 3 , 11 , 6 , 4 , 4 ,1,3,2, , , , , , , ,1, ,1,2,1,,
Redbridge,Chadwell,64,77,89,82,103,20,6,15,8,9, 5 , 3 , 4 , 2 , 2 , 12 , 5 , 10 , 6 , 7 , , ,1, ,1, , , , , , , ,3, ,5,,
Redbridge,Bridge,75,84,75,95,88,6,13,10,8,8, 3 , 3 , 3 , 3 , 4 , 4 , 7 , 6 , 5 , 2 , , ,1, , , , , , , ,1,1, , ,1,,
Redbridge,Barkingside,91,83,58,52,72,9,8,8,6,11, 2 , 4 , 3 , 3 , 1 , 6 , 4 , 3 , 5 , 5 ,1, , ,1, , , , , , ,1, , , , ,,
Redbridge,Aldborough,111,82,85,134,111,17,8,7,14,8, 4 , 4 , 2 , 5 , 2 , 8 , 5 , 1 , 8 , 3 , ,2, ,1, , ,1, , , ,1,1,1,1, ,,
Richmond upon Thames,Whitton,61,45,62,59,60,10,8,2,12,13, 2 , 2 , 4 , 6 , 1 , 5 , 2 , 2 , 8 , 7 , ,2, , , , , , , , , , , ,1, ,,
Richmond upon Thames,West Twickenham,78,89,74,68,65,6,13,11,14,10, 8 , 2 , 3 , 2 , 1 , 4 , 6 , 9 , 6 , 5 , ,1, ,1, , , , , , , , , , , ,,
Richmond upon Thames,Twickenham Riverside,114,114,113,104,109,9,11,14,8,14, 3 , 4 , 1 , 2 , 2 , 3 , 6 , 8 , 4 , 6 , , ,2,1,1, , , , , ,2, , , ,1,,
Richmond upon Thames,Teddington,87,94,111,113,91,6,5,9,12,10, 1 , 2 , 1 ,   ,   , 2 , 2 , 7 , 9 , 4 , , ,1,1, , , , , , ,4, , ,1, ,,
Richmond upon Thames,St. Margarets and North Twickenham,78,75,96,71,74,5,11,8,7,6, 3 , 4 , 4 , 4 , 4 , 2 , 5 , 4 , 1 , 1 , , , ,1, , , , , , ,1, , , , ,,
Richmond upon Thames,South Twickenham,89,85,100,84,95,6,10,11,12,6, 3 , 2 , 1 , 1 ,   , 1 , 6 , 6 , 6 , 5 ,1,1,3,1, , , , , , , , ,1, , ,,
Richmond upon Thames,South Richmond,222,178,183,188,204,18,20,13,14,11, 1 , 3 , 1 , 2 , 5 , 8 , 8 , 8 , 6 , 6 ,5,1,2,1, , , , , , ,1, , ,2, ,,
Richmond upon Thames,North Richmond,109,106,125,138,112,18,7,10,16,9, 2 ,   , 3 ,   , 1 , 13 , 5 , 7 , 12 , 6 ,3,1,2,1,1, , , , , ,3, ,1,1, ,,
Richmond upon Thames,Mortlake and Barnes Common,112,97,101,70,103,13,16,18,6,7, 5 , 2 , 4 ,   , 2 , 8 , 11 , 14 , 5 , 6 ,3,6,3, , , , , , , , , ,1, , ,,
Richmond upon Thames,Kew,106,90,89,75,101,13,10,11,8,14, 1 , 4 , 2 ,   , 7 , 8 , 6 , 7 , 4 , 7 , , , , ,1, , , , , , , , ,1,2,,
Richmond upon Thames,Heathfield,70,65,61,70,59,10,13,4,13,13, 10 , 6 , 5 , 6 , 5 , 5 , 7 , 2 , 6 , 4 , , , , , , , , , , , ,1, ,1, ,,
Richmond upon Thames,Hampton Wick,95,72,65,93,69,10,5,2,12,6, 3 , 1 ,   , 4 , 2 , 5 , 5 , 2 , 8 , 2 , ,1, , , , , , ,1, ,1,1, ,1, ,,
Richmond upon Thames,Hampton North,77,65,62,61,72,7,8,11,8,13, 1 , 6 , 3 , 4 , 6 , 5 , 5 , 8 , 4 , 5 , ,1,7,2, ,1, , , , ,1,1, ,1, ,,
Richmond upon Thames,Hampton,93,75,99,95,105,19,6,18,14,7, 2 , 1 , 4 , 4 , 3 , 10 , 2 , 8 , 7 , 1 ,2, ,1,1,1, , , , , ,1, ,3, , ,,
Richmond upon Thames,"Ham, Petersham and Richmond Riverside",101,110,126,106,116,7,13,10,4,10, 3 , 9 , 8 , 5 , 7 , 5 , 9 , 8 , 2 , 7 , , ,1, , , , , , , , , , , , ,,
Richmond upon Thames,Fulwell and Hampton Hill,50,74,60,58,67,4,5,6,4,6, 3 , 3 , 2 , 1 ,   , 2 , 1 , 4 , 3 , 5 , , , , , , , , , , , , , , , ,,
Richmond upon Thames,East Sheen,56,70,70,72,64,10,3,11,5,4, 2 ,   , 2 ,   , 1 , 4 , 3 , 6 , 4 , 3 , ,1, , , , , , , , , , , , ,1,,
Richmond upon Thames,Barnes,81,66,82,72,82,8,3,9,4,10, 3 , 1 ,   ,   ,   , 6 , 2 , 9 , 3 , 10 ,2, ,1,2, ,1, , , , , , ,1, , ,,
Southwark,Village,118,122,122,105,125,15,9,12,11,13, 4 , 1 ,   , 1 , 3 , 9 , 4 , 5 , 7 , 7 ,1,1, ,2,1, , , ,1, , , ,1,1, ,,
Southwark,The Lane,335,264,270,243,283,22,27,22,24,26, 3 , 10 , 4 , 7 , 13 , 16 , 18 , 12 , 13 , 12 ,1,1,3,1, , , , , , ,4,4,1,2,1,,
Southwark,Surrey Docks,163,168,147,189,172,14,13,18,25,24, 2 , 5 , 27 , 17 , 10 , 11 , 10 , 8 , 13 , 9 ,2, , , , , , , , , , ,1,1,2,1,,
Southwark,South Camberwell,124,88,123,91,117,18,11,15,7,17, 6 , 4 , 3 , 3 , 3 , 12 , 9 , 9 , 5 , 13 , , , , , , , , , ,1, , , , , ,,
Southwark,South Bermondsey,197,180,177,183,202,22,17,23,25,19, 9 , 2 , 5 , 12 , 11 , 13 , 13 , 14 , 10 , 11 ,1,2, , , , , ,1, , , ,2,4, , ,,
Southwark,Rotherhithe,254,226,241,228,215,37,19,34,28,21, 6 , 10 , 11 , 16 , 6 , 24 , 13 , 18 , 17 , 12 ,1, ,4,1, , , , , , , ,1,5, ,1,,
Southwark,Riverside,351,305,293,275,362,32,26,29,20,34, 4 , 4 , 7 , 9 , 10 , 16 , 11 , 18 , 11 , 17 , ,1,1, ,1, ,1, , ,1,1, ,1,1,3,,
Southwark,Peckham Rye,140,131,104,103,125,14,6,14,16,21, 2 , 2 , 2 , 1 , 3 , 8 , 3 , 8 , 10 , 16 , , ,1, , , , , , , , , ,3,1, ,,
Southwark,Peckham,196,179,183,149,187,18,16,24,11,20, 8 , 9 , 6 , 2 , 6 , 12 , 10 , 19 , 10 , 14 , , , , ,1, , , , , ,6,2, , ,1,,
Southwark,Nunhead,221,234,204,193,178,26,14,34,24,23, 3 , 7 , 12 , 4 , 9 , 19 , 9 , 20 , 15 , 12 ,5,1,2,2, , , , , , ,1,1,4,1, ,,
