 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclasss
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,11,109.25,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,12,11.5,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,13,82.52,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,14,22.05,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,15,17.25,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,16,127.05,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,17,11.5,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,18,17.25,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,19,11.5,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,20,17.25,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,21,22.36,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,22,11.5,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,23,11.5,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,24,79.85,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,25,83.96,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,26,17.25,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,27,256.21,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,28,17.26,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,29,63.14,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,30,11.5,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,31,11.5,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,32,16.63,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,33,73.18,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,34,118.23,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,35,555,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,36,20.83,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,37,64.28,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121043,38,12.5,GROUNDS MAINTENANCE,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
060815M,VISTA LANDSCAPE MANAGEMENT LTD,121101,1,329.83,GROUNDS MAINTENANCE,13/08/2015,329.83,Technical And Service Support,"Works - Construction, R&M"
070815M,BUSINESS IMAGE LTD============,129172,1,439,OPERATIONAL EQUIP-PURCHASE,13/08/2015,439,Operations Fire Stations,Clothing
060815M,THE WYEDEAN WEAVING COMPANY LD,15247,1,320.5,UNIFORMS - POMS,13/08/2015,320.5,Procurement,Clothing
800064269,REDFERN TRAVEL LTD,1539723,1,330.91,PUBLIC TRANSPORT,13/08/2015,330.91,National Operational Guidance Project,Human Resources
800064270,REDFERN TRAVEL LTD,1540688,1,"4,642.01",PUBLIC TRANSPORT,13/08/2015,"4,642.01",National Operational Guidance Project,Human Resources
800064271,REDFERN TRAVEL LTD,1541103,1,333.2,PUBLIC TRANSPORT,13/08/2015,333.2,Operational Resilience,Human Resources
800064285,REDFERN TRAVEL LTD,1543383,1,277.94,PUBLIC TRANSPORT,13/08/2015,277.94,National Operational Guidance Project,Human Resources
800064284,REDFERN TRAVEL LTD,1543386,1,277.94,PUBLIC TRANSPORT,13/08/2015,277.94,National Operational Guidance Project,Human Resources
800064283,REDFERN TRAVEL LTD,1543525,1,325.06,PUBLIC TRANSPORT,13/08/2015,325.06,National Operational Guidance Project,Human Resources
800064287,REDFERN TRAVEL LTD,1544260,1,293.4,PUBLIC TRANSPORT,13/08/2015,293.4,Operational Resilience,Human Resources
800064275,REDFERN TRAVEL LTD,1547059,1,416.1,PUBLIC TRANSPORT,13/08/2015,416.1,Business Continuity,Human Resources
800064297,REDFERN TRAVEL LTD,1547388,1,329.37,PUBLIC TRANSPORT,13/08/2015,329.37,HR Development,Human Resources
800064300,REDFERN TRAVEL LTD,1549634,1,305.04,PUBLIC TRANSPORT,13/08/2015,305.04,Information and Communication Technology,Human Resources
800064305,REDFERN TRAVEL LTD,1553692,1,520.23,PUBLIC TRANSPORT,13/08/2015,520.23,HR Development,Human Resources
070815M,THE WYEDEAN WEAVING COMPANY LD,15573,1,179.6,UNIFORMS - POMS,13/08/2015,274.7,Procurement,Clothing
070815M,THE WYEDEAN WEAVING COMPANY LD,15573,2,95.1,UNIFORMS - POMS,13/08/2015,,Procurement,Clothing
800064302,REDFERN TRAVEL LTD,1560469,1,361.95,SUBSISTENCE,13/08/2015,361.95,Legal & Democratic Services,Human Resources
050815M,THE DOCUMENT WAREHOUSE UK LTD,1668,1,"2,537.75",GENERAL,13/08/2015,"2,537.75",Strategy & Inclusion,Facilities & Management S
310715M,DYSLEXIA ACTION,191175,1,"1,080.00",LEARNING SUPPORT,13/08/2015,"1,080.00",HR Development,Human Resources
141139,THE KITTLE PARTNERSHIP LTD====,2209,1,687.5,OTHER EXPERTS FEES,13/08/2015,687.5,Compensation Budgets,Legal Services
070815M,GRADIENT CONSULTANTS LLP======,2377,1,105,ASBESTOS,13/08/2015,950,Technical and Service Support,"Works - Construction, R&M"
070815M,GRADIENT CONSULTANTS LLP======,2377,2,105,ASBESTOS,13/08/2015,,Technical and Service Support,"Works - Construction, R&M"
070815M,GRADIENT CONSULTANTS LLP======,2377,3,105,ASBESTOS,13/08/2015,,Technical and Service Support,"Works - Construction, R&M"
070815M,GRADIENT CONSULTANTS LLP======,2377,4,105,ASBESTOS,13/08/2015,,Technical and Service Support,"Works - Construction, R&M"
070815M,GRADIENT CONSULTANTS LLP======,2377,5,105,ASBESTOS,13/08/2015,,Technical and Service Support,"Works - Construction, R&M"
070815M,GRADIENT CONSULTANTS LLP======,2377,6,105,ASBESTOS,13/08/2015,,Technical and Service Support,"Works - Construction, R&M"
070815M,GRADIENT CONSULTANTS LLP======,2377,7,105,ASBESTOS,13/08/2015,,Technical and Service Support,"Works - Construction, R&M"
070815M,GRADIENT CONSULTANTS LLP======,2377,8,105,ASBESTOS,13/08/2015,,Technical and Service Support,"Works - Construction, R&M"
070815M,GRADIENT CONSULTANTS LLP======,2377,9,55,ASBESTOS,13/08/2015,,Technical and Service Support,"Works - Construction, R&M"
070815M,GRADIENT CONSULTANTS LLP======,2377,10,55,ASBESTOS,13/08/2015,,Technical and Service Support,"Works - Construction, R&M"
070815M,GRADIENT CONSULTANTS LLP======,2380,1,490,ASBESTOS,13/08/2015,"1,715.00",Technical and Service Support,"Works - Construction, R&M"
070815M,GRADIENT CONSULTANTS LLP======,2380,2,245,ASBESTOS,13/08/2015,,Technical and Service Support,"Works - Construction, R&M"
070815M,GRADIENT CONSULTANTS LLP======,2380,3,245,ASBESTOS,13/08/2015,,Technical and Service Support,"Works - Construction, R&M"
070815M,GRADIENT CONSULTANTS LLP======,2380,4,245,ASBESTOS,13/08/2015,,Technical and Service Support,"Works - Construction, R&M"
070815M,GRADIENT CONSULTANTS LLP======,2380,5,245,ASBESTOS,13/08/2015,,Technical And Service Support,"Works - Construction, R&M"
070815M,GRADIENT CONSULTANTS LLP======,2380,6,245,ASBESTOS,13/08/2015,,Technical and Service Support,"Works - Construction, R&M"
060815M,PAUL EVERS,270515,1,250,GENERAL,13/08/2015,500,Cadets,Human Resources
060815M,PAUL EVERS,270515,2,250,GENERAL,13/08/2015,,Cadets,Human Resources
800063306,ADECCO UK LIMITED=============,27162056,1,624.4,FRS STAFF AGENCY,13/08/2015,624.4,HR Development,Human Resources
800063666,ADECCO UK LIMITED=============,27162087,1,439.6,FRS STAFF AGENCY,13/08/2015,439.6,HR Management,Human Resources
800063307,ADECCO UK LIMITED=============,27168551,1,437.08,FRS STAFF AGENCY,13/08/2015,437.08,HR Development,Human Resources
800063667,ADECCO UK LIMITED=============,27168552,1,263.76,FRS STAFF AGENCY,13/08/2015,263.76,HR Management,Human Resources
800063598,ADECCO UK LIMITED=============,27175061,1,"1,076.80",FRS STAFF AGENCY,13/08/2015,"1,076.80",Technical And Service Support,Human Resources
800063668,ADECCO UK LIMITED=============,27175071,1,439.6,FRS STAFF AGENCY,13/08/2015,439.6,HR Management,Human Resources
800063599,ADECCO UK LIMITED=============,27181431,1,"1,076.80",FRS STAFF AGENCY,13/08/2015,"1,076.80",Technical And Service Support,Human Resources
800063669,ADECCO UK LIMITED=============,27181438,1,439.6,FRS STAFF AGENCY,13/08/2015,439.6,HR Management,Human Resources
800063628,ADECCO UK LIMITED=============,27187681,1,624.4,FRS STAFF AGENCY,13/08/2015,624.4,Community Safety Delivery,Human Resources
800063600,ADECCO UK LIMITED=============,27187690,1,"1,076.80",FRS STAFF AGENCY,13/08/2015,"1,076.80",Technical And Service Support,Human Resources
800063377,ADECCO UK LIMITED=============,27187693,1,376.88,FRS STAFF AGENCY,13/08/2015,376.88,Technical And Service Support,Human Resources
800063251,ADECCO UK LIMITED=============,27187696,1,439.6,FRS STAFF AGENCY,13/08/2015,439.6,Operations Non Fire Stations,Human Resources
800063629,ADECCO UK LIMITED=============,27193970,1,624.4,FRS STAFF AGENCY,13/08/2015,624.4,Community Safety Delivery,Human Resources
800063601,ADECCO UK LIMITED=============,27193977,1,"1,076.80",FRS STAFF AGENCY,13/08/2015,"1,076.80",Technical And Service Support,Human Resources
800063252,ADECCO UK LIMITED=============,27193982,1,439.6,FRS STAFF AGENCY,13/08/2015,439.6,Operations Non Fire Stations,Human Resources
800063566,ADECCO UK LIMITED=============,27193984,1,314,FRS STAFF AGENCY,13/08/2015,314,Fire Safety Regulation,Human Resources
800063458,ADECCO UK LIMITED=============,27193995,1,439.6,FRS STAFF AGENCY,13/08/2015,439.6,Technical And Service Support,Human Resources
070815M,CANON (UK) LTD===============,300878870,1,350,OFFICE EQUIPMENT,13/08/2015,350,Technical And Service Support,ICT
141139,MBL SEMINARS=================,320479,1,480,PROFESSIONAL DEVELOPMENT,13/08/2015,480,Legal & Democratic Services,Human Resources
070815M,CARPETS & FLOOR COVERS DIRECT=,3879,1,"2,326.98",FIXTURES & FITTINGS,13/08/2015,"2,326.98",Technical And Service Support,Building Constr Materials
070815M,CARPETS & FLOOR COVERS DIRECT=,3887,1,"2,826.00",FIXTURES & FITTINGS,13/08/2015,"2,826.00",Technical And Service Support,Building Constr Materials
070815M,CANON (UK) LTD===============,401668896,1,27.24,OFFICE EQUIPMENT,13/08/2015,496.64,Technical And Service Support,ICT
070815M,CANON (UK) LTD===============,401668896,2,469.4,OFFICE EQUIPMENT,13/08/2015,,Technical And Service Support,ICT
070815M,CANON (UK) LTD===============,401671607,1,"1,381.59",OFFICE EQUIPMENT,13/08/2015,"1,381.59",Technical And Service Support,ICT
070815M,ANTIQUE BRONZE LTD============,4192,1,"1,733.00",STRATEGIC (NON CYCLICAL),13/08/2015,"1,733.00",Technical And Service Support,"Works - Construction, R&M"
050815M,MITIE SECURITY (LONDON) LTD===,45/592686,1,"8,646.14",PREMISES SECURITY,13/08/2015,"8,646.14",Technical And Service Support,Facilities & Management S
050815M,MITIE SECURITY (LONDON) LTD===,45/592688,1,"17,245.92",PREMISES SECURITY,13/08/2015,"17,245.92",Technical And Service Support,Facilities & Management S
070815M,KNIGHTON CLEANING SERVICES LTD,46205,1,"1,638.62",HYGIENE,13/08/2015,"1,638.62",Technical And Service Support,Cleaning & Janitorial
070815M,KNIGHTON CLEANING SERVICES LTD,46828,1,"1,812.31",HYGIENE,13/08/2015,"1,812.31",Technical And Service Support,Cleaning & Janitorial
060815M,SPORTSAFE UK LTD==============,475267,1,370,GYM EQUIPMENT,13/08/2015,370,Technical And Service Support,Sports & Playground Equip
060815M,SPORTSAFE UK LTD==============,475268,1,275.5,GYM EQUIPMENT,13/08/2015,603.07,Technical And Service Support,Sports & Playground Equip
060815M,SPORTSAFE UK LTD==============,475268,2,44.18,GYM EQUIPMENT,13/08/2015,,Technical And Service Support,Sports & Playground Equip
060815M,SPORTSAFE UK LTD==============,475268,3,283.39,GYM EQUIPMENT,13/08/2015,,Technical And Service Support,Sports & Playground Equip
070815M,SPORTSAFE UK LTD==============,475373,1,275,GYM EQUIPMENT,13/08/2015,275,Technical And Service Support,Sports & Playground Equip
070815M,SPORTSAFE UK LTD==============,475374,1,407.82,GYM EQUIPMENT,13/08/2015,407.82,Technical And Service Support,Sports & Playground Equip
070815M,SPORTSAFE UK LTD==============,475376,1,495,GYM EQUIPMENT,13/08/2015,495,Technical And Service Support,Sports & Playground Equip
070815M,SPORTSAFE UK LTD==============,475377,1,54.72,GYM EQUIPMENT,13/08/2015,356.72,Technical And Service Support,Sports & Playground Equip
070815M,SPORTSAFE UK LTD==============,475377,2,184,GYM EQUIPMENT,13/08/2015,,Technical And Service Support,Sports & Playground Equip
070815M,SPORTSAFE UK LTD==============,475377,3,69,GYM EQUIPMENT,13/08/2015,,Technical And Service Support,Sports & Playground Equip
070815M,SPORTSAFE UK LTD==============,475377,4,49,GYM EQUIPMENT,13/08/2015,,Technical And Service Support,Sports & Playground Equip
070815M,KNIGHTON CLEANING SERVICES LTD,47647,1,"1,761.44",HYGIENE,13/08/2015,"1,761.44",Technical And Service Support,Cleaning & Janitorial
060815M,PACE PETROLEUM LIMITED========,4798928,1,"3,371.65",FUEL,13/08/2015,"3,371.65",Operations Fire Stations,Vehicle Management
800064249,*OCS GROUP UK LTD,5000113215-1,1,"3,278.55",CATERING,13/08/2015,"3,278.55",Technical And Service Support,Catering
800064251,*OCS GROUP UK LTD,5000113215-3,1,687.72,CATERING,13/08/2015,687.72,Technical And Service Support,Catering
030815H,VWR INTERNATIONAL LTD=========,5062836554,1,625.15,OPERATIONAL EQUIP-PURCHASE,13/08/2015,625.15,Operational Procedures,Environmental Services
070815M,FAHEY BUILDERS LTD============,5279,1,"4,300.00",STRATEGIC (NON CYCLICAL),13/08/2015,"4,300.00",Technical and Service Support,"Works - Construction, R&M"
060815M,MEM EVENTS UK LTD,6164,1,425,PROFESSIONAL DEVELOPMENT,13/08/2015,425,Technical And Service Support,Human Resources
070815M,CONTRACT CATERING CONSULTANTS=,6320,1,500,CONSULTANTS,13/08/2015,500,Technical And Service Support,Catering
060815M,SWEETT  UK LTD,7054965,1,"4,815.00",PROF FEES-MISCELLANEOUS,13/08/2015,"4,815.00",Technical and Service Support,"Works - Construction, R&M"
310715M,VODAFONE LIMITED==============,76897888,1,"8,550.00",CELLULAR TELEPHONES,13/08/2015,"8,550.00",Information and Communication Technology,ICT
070815M,CANON (UK) LTD===============,770519370,1,463.7,OFFICE EQUIPMENT,13/08/2015,463.7,Technical And Service Support,ICT
070815M,CANON (UK) LTD===============,770519372,1,463.7,OFFICE EQUIPMENT,13/08/2015,463.7,Technical And Service Support,ICT
070815M,CANON (UK) LTD===============,770519373,1,463.7,OFFICE EQUIPMENT,13/08/2015,463.7,Technical And Service Support,ICT
060815M,FIRE SERVICE COLLEGE LTD======,803843,1,270,PROFESSIONAL DEVELOPMENT,13/08/2015,270,Challenge Team,Human Resources
060815M,FIRE SERVICE COLLEGE LTD======,803928,1,740,PROFESSIONAL DEVELOPMENT,13/08/2015,740,National Operational Guidance Project,Human Resources
310715M,*OFFICE DEPOT UK LTD,965705619,1,723,STATIONERY CONSUMABLES,13/08/2015,723,Technical And Service Support,Stationery
070815M,E&S B DAVIS LTD,DAV/56978,1,295,OPERATIONAL EQUIP-PURCHASE,13/08/2015,295,Operations Fire Stations,Environmental Services
070815M,KIER BUILDING SERV ENGINEERS==,F00054926,1,"3,142.84",STRATEGIC (NON CYCLICAL),13/08/2015,"3,142.84",Technical And Service Support,"Works - Construction, R&M"
060815M,WM ENGINEERING SERVICES LTD===,I-4500*,1,"1,270.00",STRATEGIC (CYCLICAL),13/08/2015,"1,270.00",Technical and Service Support,"Works - Construction, R&M"
060815M,WM ENGINEERING SERVICES LTD===,I-4992,1,"1,660.00",STRATEGIC (NON CYCLICAL),13/08/2015,"1,660.00",Technical and Service Support,"Works - Construction, R&M"
060815M,WM ENGINEERING SERVICES LTD===,I-4993,1,"1,697.00",STRATEGIC (NON CYCLICAL),13/08/2015,"1,697.00",Technical and Service Support,"Works - Construction, R&M"
060815M,WM ENGINEERING SERVICES LTD===,I-4996,1,"1,697.00",STRATEGIC (NON CYCLICAL),13/08/2015,"1,697.00",Technical and Service Support,"Works - Construction, R&M"
060815M,WM ENGINEERING SERVICES LTD===,I-4997,1,516,TACTICAL DAY TO DAY,13/08/2015,516,Technical And Service Support,"Works - Construction, R&M"
290715M,HALL FUELS,I07747532,1,"2,704.20",FUEL,13/08/2015,"2,704.20",Operations Fire Stations,Vehicle Management
290715M,HALL FUELS,I07747533,1,"4,042.33",FUEL,13/08/2015,"4,042.33",Operations Fire Stations,Vehicle Management
310715M,HALL FUELS,I07749240,1,"2,737.53",FUEL,13/08/2015,"2,737.53",Operations Fire Stations,Vehicle Management
030815H,HALL FUELS,I07753080,1,"2,681.70",FUEL,13/08/2015,"2,681.70",Operations Fire Stations,Vehicle Management
141139,DAYS CONTRACT HIRE,INV00073866,1,"3,747.06",LEASE CAR CHARGES,13/08/2015,"3,998.32",Procurement,Vehicle Management
141139,DAYS CONTRACT HIRE,INV00073866,2,251.26,P/PAYMTS-CAR LEASG-RENTAL,13/08/2015,,Finance Services,Vehicle Management
141139,DAYS CONTRACT HIRE,INV00073866,3,-363.52,VAT CAR LEASING,13/08/2015,,Finance Services,Vehicle Management
141139,DAYS CONTRACT HIRE,INV00073866,4,363.52,LEASE CAR CHARGES,13/08/2015,,Procurement,Vehicle Management
141139,JCT600 VEHICLE LEASING,INV00097695,1,465.78,LEASE CAR CHARGES,13/08/2015,465.78,Procurement,Vehicle Management
141139,JCT600 VEHICLE LEASING,INV00097695,2,-40.31,VAT CAR LEASING,13/08/2015,,Finance Services,Vehicle Management
141139,JCT600 VEHICLE LEASING,INV00097695,3,40.31,LEASE CAR CHARGES,13/08/2015,,Procurement,Vehicle Management
060815M,COFELY WORKPLACE LIMITED,M137331,1,"9,130.72",STRATEGIC (NON CYCLICAL),13/08/2015,"9,130.72",Technical and Service Support,"Works - Construction, R&M"
141139,LEX AUTOLEASE,MRI3463334,1,"3,582.53",LEASE CAR CHARGES,13/08/2015,"5,203.20",Procurement,Vehicle Management
141139,LEX AUTOLEASE,MRI3463334,2,"1,620.67",P/PAYMTS-CAR LEASG-RENTAL,13/08/2015,,Finance Services,Vehicle Management
141139,LEX AUTOLEASE,MRI3463334,3,-468.26,VAT CAR LEASING,13/08/2015,,Finance Services,Vehicle Management
141139,LEX AUTOLEASE,MRI3463334,4,468.26,LEASE CAR CHARGES,13/08/2015,,Procurement,Vehicle Management
141139,LEX AUTOLEASE,MTI3398551,1,"3,961.26",LEASE CAR CHARGES,13/08/2015,"5,123.04",Procurement,Vehicle Management
141139,LEX AUTOLEASE,MTI3398551,2,"1,161.78",P/PAYMTS-CAR LEASG-RENTAL,13/08/2015,,Finance Services,Vehicle Management
141139,LEX AUTOLEASE,MTI3398551,3,-460.48,VAT CAR LEASING,13/08/2015,,Finance Services,Vehicle Management
141139,LEX AUTOLEASE,MTI3398551,4,460.48,LEASE CAR CHARGES,13/08/2015,,Procurement,Vehicle Management
050815M,TOTTENHAM HOTSPUR FOUNDATION,THFS003134,1,673.78,COMMUNITY RELATIONS,13/08/2015,"1,347.57",Community Safety Delivery,Social Community Care S&S
050815M,TOTTENHAM HOTSPUR FOUNDATION,THFS003134,2,673.79,COMMUNITY RELATIONS,13/08/2015,,Community Safety Delivery,Social Community Care S&S
280715M,WESTMINSTER BUSINESS FORUM,W95859-700,1,420,PROFESSIONAL DEVELOPMENT,13/08/2015,420,Operational Procedures,Human Resources
100815M,JEWERS SPECIALIST DOORS=======,10185,1,"1,013.65",DEVELOPMENT  EXPENSES-CONTRACT,17/08/2015,"1,013.65",Technical and Service Support,"Works - Construction, R&M"
